approach,model,level,question_id,question_text,auto_passed,auto_detail,answer,errors
b2_rag_hybrid,gpt-4o,L4,L4_q015_quiet_vs_busy_locations,Which location was the quietest and which was the busiest in terms of average crowd? How big is the gap?,True,all_2_facts_satisfied,"The quietest location in terms of average crowd was DemoBooth_Intel, with an average of approximately 10.65 people. In contrast, the busiest location was KeynoteHall_Stage, which had an average crowd size of approximately 57.40. The gap in average crowd size between these two locations was significant, standing at around 46.75 people. This disparity highlights the varying levels of activity across",
b2_rag_hybrid,gpt-4o,L5,L5_q001_summit_day_brief,"Write a security and operations brief for the AI Hardware Summit on 2025-12-08 (UTC). Cover: the busiest traffic windows at the main gates, keynote ha",True,coverage=4/5=0.80 (threshold=0.6),"- **Main Gate Traffic Busiest Windows**: The main entrance experienced its highest traffic from 08:00 to 09:00 UTC, with an event count of 607, closely followed by 09:00 to 10:00 UTC with 601 events, signaling peak entry times as attendees arrived for the summit.
  
- **Keynote Hall Attendance Peaks**: The keynote hall saw its peak attendance at 09:00 UTC with a head count of 500, coinciding with ",
b2_rag_hybrid,gpt-4o,L5,L5_q002_nvidia_booth_timeline,"Describe the full-day activity timeline at DemoBooth_NVIDIA on 2025-12-08 (UTC). Identify the busiest time windows, any lulls, and quantify the peak c",True,coverage=3/5=0.60 (threshold=0.6),"On December 8, 2025, the activity timeline at the DemoBooth_NVIDIA showed distinct variances throughout the day. The busiest periods were between 10:00-11:00 UTC and 15:00-16:00 UTC, with peak head counts reaching 75 and 86 respectively, significantly higher than the baseline activity levels. In contrast, there were lulls in most other hours, with average head counts hovering around 3-4, and peak ",
b2_rag_hybrid,gpt-4o,L5,L5_q003_staffing_brief,Write a staffing recommendation brief for the AI Hardware Summit on 2025-12-08 (UTC). Identify (a) the busiest hours of the day requiring extra staff ,False,coverage=2/5=0.40 (threshold=0.5),"- **Busiest Hours Requiring Extra Staff:**
  - **08:00 - 09:59 UTC:** Significant activity with total events peaking at 19,292 and 19,003 respectively in two consecutive hours, indicating high traffic at entrances and booths. The KeynoteHall_DoorA saw a high number of person entries and exits, making these hours critical for having additional staff at gates and on the expo floor.
  - **17:00 - 18:",
b2_rag_hybrid,gpt-4o,L5,L5_q004_security_attention_report,Produce a security-attention report for 2025-12-08 (UTC) at the AI Hardware Summit. Identify the locations and time windows that warrant the most secu,True,coverage=3/4=0.75 (threshold=0.5),"On December 8, 2025, at the AI Hardware Summit, security attention should be emphasized at several locations based on the volume of activity:

1. **Largest Person Traffic Volume at a Gate**: The Main Entrance handled a substantial volume of person traffic, registering 470 entries and 450 exits, primarily during the morning hours from 08:00 to 12:59 UTC.

2. **Most Car Traffic at a Gate**: The Park",cypher_stream: CypherSyntaxError: {neo4j_code: Neo.ClientError.Statement.SyntaxE
b2_rag_hybrid,gpt-4o,L5,L5_q005_keynote_hall_lifecycle,Describe the full lifecycle of activity at the keynote hall on 2025-12-08 (UTC). Cover: (a) door entry patterns at KeynoteHall_DoorA throughout the da,True,coverage=3/4=0.75 (threshold=0.5),"On December 8, 2025, activity at the KeynoteHall_DoorA commenced at around 08:00 UTC, with notable morning entries totaling 186 at 08:00, peaking at 210 by 15:00, reflecting a robust build-up to keynote sessions. In-hall crowd density reached its maximum during key sessions, with peaks of 500 at 09:00 and major subsequent congregation at 14:00 and 16:00, aligning with peak attendance periods. Thro",
b2_rag_hybrid,gpt-4o,L5,L5_q006_how_did_the_day_go,"Tell me how the day went at the conference — what stood out, when were the big moments, and what does the activity tell us?",False,coverage=1/5=0.20 (threshold=0.4),"The conference day was vibrant and bustling, with significant crowd activity noted across various locations. Key moments were centered around the Keynote Hall between 08:00 and 16:00 UTC, where a substantial spike in attendees was witnessed, tallying 1,376 entries and exits. Morning activities also surged with 833 event counts around 09:00 to 10:00 UTC, indicating a high level of enthusiasm and en",cypher_stream: CypherSyntaxError: {neo4j_code: Neo.ClientError.Statement.SyntaxE
b2_rag_hybrid,gpt-4o,L5,L5_q007_security_team_handoff,"If you were running security here, what would you tell your team based on the day's activity? Where should we keep the most eyes, and when do we need ",True,coverage=2/4=0.50 (threshold=0.5),"For the day's security focus, attention should be concentrated predominantly at the Gate_MainEntrance during the morning hours, specifically between 08:00 and 12:59 UTC. This period recorded significant foot traffic with 930 events, indicating potential high crowd density and the necessity for additional monitoring. Furthermore, the timeframe from 09:00 to 09:59 UTC also showed a high volume of ac",cypher_stream: CypherSyntaxError: {neo4j_code: Neo.ClientError.Statement.SyntaxE
b2_rag_hybrid,gpt-4o,L5,L5_q008_what_should_change,"Looking at how this conference day played out, what could be improved next time — staffing, layout, scheduling? Give me your top recommendations groun",False,coverage=1/4=0.25 (threshold=0.4),"Based on the community summaries, several improvements could enhance the conference experience next time. First, consider optimizing staffing at KeynoteHall, especially between 08:00 and 16:00 UTC, as this area saw the highest foot traffic with over 1,300 entry and exit events. Enhancing the layout to streamline movement and prevent bottlenecks may help manage the large crowds observed during thes",cypher_stream: CypherSyntaxError: {neo4j_code: Neo.ClientError.Statement.SyntaxE
b2_rag_hybrid,gpt-4o,L5,L5_q009_community_pattern_analysis,"Looking at the overall structure of activity on 2025-12-08, which groups of cameras and locations naturally cluster together based on their activity p",False,coverage=1/3=0.33 (threshold=0.5),"On December 8, 2025, the activity patterns across the observed locations form distinct clusters. The first cluster consists of the DemoBooth sites, specifically the DemoBooth_NVIDIA and DemoBooth_Intel, along with the ExpoFloor_MainAisle. Each of these locations had perfect consistent activity registration, with 86,400 total activity points. This indicates an around-the-clock surveillance with eit",
b2_rag_hybrid,gpt-4o,L5,L5_q010_temporal_flow_narrative,Describe the flow of people through the venue on 2025-12-08 — how did the crowd move from gates to the expo floor to the keynote hall to the food cour,False,coverage=0/5=0.00 (threshold=0.4),"On December 8, 2025, the flow of people through the venue began with moderate activity at the gates, where the Main Entrance saw 470 entries and 450 exits between 08:00 and 12:59 UTC, while the Parking Lot recorded 454 entries and 476 exits over a longer period from 07:00 to 18:59 UTC. Early in the day, the Keynote Hall drew significant attention, peaking with 680 entries and 685 exits just after ",
b2_rag_hybrid,gpt-4o,L5,L5_q011_venue_capacity_analysis,"Based on the crowd data, which areas of the venue seem overcrowded and which seem underutilized? Give me a capacity assessment with recommendations.",True,coverage=2/4=0.50 (threshold=0.5),"The KeynoteHall_Stage appears overcrowded with a peak head count of 500, which indicates that it is a highly utilized area, especially during key events. Conversely, the DemoBooth_Intel shows signs of underutilization, with an average head count of only 10.65 and a peak of 53. The FoodCourt_North and DemoBooth_NVIDIA also exhibit lower utilization, averaging head counts of 23.07 and 15.52, respect",
b2_rag_hybrid,gpt-4o,L5,L5_q012_incident_investigation,"Something happened at the keynote hall around 9 AM — the crowd surged massively. Investigate: how many people were there, where did they come from (wh",True,coverage=2/4=0.50 (threshold=0.5),"At the keynote hall around 9 AM, a significant increase in crowd size was recorded, reaching a peak head count of 500 attendees. Prior to this surge, entry spikes were noted primarily at the Main Entrance and the Parking Lot, with 311 and 51 entries respectively. After the event, a notable exit pattern was observed, with 258 people leaving through the Main Entrance and 2 from the Parking Lot. This",
b2_rag_hybrid,gpt-4o,L5,L5_q013_end_of_day_evacuation,"How did the end-of-day evacuation go? Describe the departure pattern from 17:00 onwards — which areas emptied first, how the gates handled the outflow",True,coverage=2/4=0.50 (threshold=0.5),"The end-of-day evacuation on December 8, 2025, began in earnest at 17:00, with significant activity at the Gate_MainEntrance and the ParkingLot. At 17:00, the Main Entrance saw 243 exits, while the ParkingLot recorded 153 exits. This pattern continued into 18:00, with the Main Entrance handling 239 exits and the ParkingLot 146. These numbers indicate a steady and managed flow of personnel leaving ",
b2_rag_hybrid,gpt-4o,L5,L5_q014_venue_design_feedback,"If you were the venue designer looking at this data, what would you change about the layout? Which areas need more space, which need better flow, and ",True,coverage=2/4=0.50 (threshold=0.4),"Reviewing the observed data, the KeynoteHall_Stage experiences the highest peak head count at 500, suggesting a need for more space to accommodate these surges effectively. A smoothing flow is essential around the KeynoteHall_DoorA, where 1,376 events were recorded, indicating it as a significant congestion point. The FoodCourt_North, with an average head count of around 23 but peaking at 146, cou",
b2_rag_hybrid,gpt-4o,L5,L5_q015_vip_experience_report,"Write a report on the visitor experience at the demo booths today — were they well-attended, which one drew more interest, and how did the crowd flow ",True,coverage=2/4=0.50 (threshold=0.5),"Today at the demo booths, the NVIDIA booth was the standout attraction, drawing more interest than the Intel booth, as evidenced by an average head count of 15.5 and a peak of 86, compared to Intel's average of 10.6 and a peak of 53. The visitor experience at these booths contributed significantly to the event's dynamics, especially given the high activity levels throughout the venue. Community su",
b1_sql,gpt-4o,L1,L1_q002_car_entry_count_at_parkinglot,How many car_entry events were recorded at Gate_ParkingLot on 2025-12-08 (UTC)?,True,match,There were 381 car_entry events recorded at Gate_ParkingLot on 2025-12-08 (UTC).,
b1_sql,gpt-4o,L1,L1_q003_person_entry_at_keynote_door,How many person_entry events were recorded at KeynoteHall_DoorA on 2025-12-08 (UTC)?,True,match,There were 782 person_entry events recorded at KeynoteHall_DoorA on 2025-12-08 (UTC).,
b1_sql,gpt-4o,L1,L1_q004_total_events_in_summit_day,How many total events of any type were recorded across all cameras during the entire day of 2025-12-08 (UTC)?,True,match,"There were 437,940 total events recorded across all cameras on 2025-12-08 (UTC).",
b1_sql,gpt-4o,L1,L1_q005_distinct_object_ids_at_main_entrance,How many distinct object_id values were tracked at Gate_MainEntrance across all entry/exit events on 2025-12-08 (UTC)?,True,match,"There were 2,951 distinct object_id values tracked at Gate_MainEntrance across all entry/exit events on December 8, 2025 (UTC).",
b1_sql,gpt-4o,L1,L1_q006_active_cameras_during_keynote,How many distinct cameras produced at least one event between 09:00 and 10:00 UTC on 2025-12-08 (the morning keynote hour)?,True,match,Eight distinct cameras produced at least one event between 09:00 and 10:00 UTC on 2025-12-08.,
b1_sql,gpt-4o,L1,L1_q007_cars_into_parking_lot,How many cars came into the parking lot during the day?,True,match,"There were 381 cars that came into the parking lot during the day on December 8, 2025.",
b1_sql,gpt-4o,L1,L1_q008_people_through_main_gate,"How many people in total went through the main entrance gate, counting both people arriving and people leaving?",True,match,"A total of 2,883 people went through the main entrance gate, including both arrivals and departures.",
b1_sql,gpt-4o,L1,L1_q009_total_cameras_at_venue,How many cameras are deployed at this venue?,True,match,There are 8 cameras deployed at this venue.,
b1_sql,gpt-4o,L1,L1_q010_person_exits_main_gate,How many people left through the main entrance gate today?,True,match,"1,352 people left through the main entrance gate today.",
b1_sql,gpt-4o,L1,L1_q011_car_exits_parking,How many cars drove out of the parking lot?,True,match,"There were 397 car_exit events from the parking lot on December 8, 2025.",
b1_sql,gpt-4o,L1,L1_q012_crowd_events_expo,How many crowd readings were taken on the expo floor today?,True,match,"There were 86,400 crowd readings taken on the expo floor today.",
b1_sql,gpt-4o,L1,L1_q013_total_car_entries,"In total, how many cars entered the venue today across all gates?",True,match,There were 419 car entry events recorded today across all gates.,
b1_sql,gpt-4o,L1,L1_q014_people_at_intel_booth,How many person entry events happened at the Intel demo booth area?,True,match,"There were 0 person entry events at the Intel demo booth area on December 8, 2025.",
b1_sql,gpt-4o,L1,L1_q015_food_court_crowd_readings,How many times was the food court crowd measured today?,True,match,"There were 86,400 crowd measurements taken in the food court today.",
b1_sql,gpt-4o,L1,L1_q016_keynote_door_total_flow,"What was the total number of people going through the keynote hall door, both in and out?",True,match,"The total number of people going through the keynote hall door, both in and out, was 1,596.",
b1_sql,gpt-4o,L2,L2_q001_peak_headcount_nvidia_booth,What was the peak head_count observed at DemoBooth_NVIDIA on 2025-12-08 (UTC)?,True,within_1pct (expected=86.0 got=86.0),The peak head_count observed at DemoBooth_NVIDIA on 2025-12-08 (UTC) was 86.,
b1_sql,gpt-4o,L2,L2_q002_avg_headcount_foodcourt_lunch,What was the average head_count at FoodCourt_North during lunch hours 12:00 to 14:00 UTC on 2025-12-08?,True,within_1pct (expected=120.01 got=120.01),The average head count at FoodCourt_North during lunch hours (12:00 to 14:00 UTC) on 2025-12-08 was approximately 120.01.,
b1_sql,gpt-4o,L2,L2_q003_avg_confidence_all_events,What was the average detection confidence across all events on 2025-12-08 (UTC)? Report to two decimal places.,True,within_1pct (expected=0.9 got=0.9),The average detection confidence across all events on 2025-12-08 (UTC) was 0.90.,
b1_sql,gpt-4o,L2,L2_q004_low_confidence_events_count,How many events on 2025-12-08 (UTC) had a detection confidence below 0.85?,True,within_1pct (expected=30467.0 got=30467.0),"There were 30,467 events on 2025-12-08 (UTC) with a detection confidence below 0.85.",
b1_sql,gpt-4o,L2,L2_q005_net_person_flow_main_entrance,What was the net person flow (person_entry events minus person_exit events) at Gate_MainEntrance on 2025-12-08 (UTC)?,True,within_1pct (expected=179.0 got=179.0),The net person flow at Gate_MainEntrance on 2025-12-08 (UTC) was 179.,
b1_sql,gpt-4o,L2,L2_q006_busiest_moment_nvidia,How packed did the NVIDIA booth get at its busiest moment?,False,exceeds_1pct (expected=86.0 got=8.0),"The NVIDIA booth had its busiest moment at 16:48:47 UTC on December 8, 2025, with a headcount of 86 people, as recorded by camera CAM_05 at the 'DemoBooth_NVIDIA' location.",
b1_sql,gpt-4o,L2,L2_q007_low_confidence_detections,"How many detections had low confidence today, say below 85%?",True,within_1pct (expected=30467.0 got=30467.0),"There were 30,467 low confidence detections today with confidence below 85%.",
b1_sql,gpt-4o,L2,L2_q008_lunch_crowd_food_court,How busy was the food court during lunch hours on average?,False,exceeds_1pct (expected=120.01 got=8.0),"The average head count in the food court during lunch hours on December 8, 2025, was approximately 81.87 people.",
b1_sql,gpt-4o,L2,L2_q009_min_crowd_keynote,What was the quietest moment at the keynote stage — the lowest crowd count recorded?,True,within_1pct (expected=0.0 got=0.0),The quietest moment at the keynote stage was recorded at '2025-12-08T00:00:00Z' with a head count of 0.,
b1_sql,gpt-4o,L2,L2_q010_peak_expo_floor,What was the biggest crowd the expo floor saw at any moment?,False,exceeds_1pct (expected=209.0 got=500.0),"The biggest crowd on the expo floor was 500 people, as recorded by camera CAM_07 at the KeynoteHall_Stage on 2025-12-08 at 09:28:41 UTC.",
b1_sql,gpt-4o,L2,L2_q011_avg_confidence_entries,"On average, how confident were the detections for people entering the main gate?",True,within_1pct (expected=0.92 got=0.915),"On average, the confidence level for detections of people entering the main gate was 0.915.",
b1_sql,gpt-4o,L2,L2_q012_evening_crowd_food,"How crowded was the food court during dinner time, say 5 PM to 7 PM?",False,exceeds_1pct (expected=99.96 got=5.0),"The food court was quite crowded between 5 PM and 7 PM on December 8, 2025, with consistent head counts recorded around and above 100 people. For example, at 5:00 PM, the head count was 102 at camera CAM_08. Throughout this period, head counts fluctuated frequently but generally stayed close to or above 100, indicating a continuously high level of attendance during the dinner hours.",
b1_sql,gpt-4o,L2,L2_q013_max_people_one_hour_gate,What was the most people that entered the main gate in any single hour?,False,exceeds_1pct (expected=334.0 got=8.0),"The most people that entered the main gate in any single hour on December 8, 2025, was 334 between 09:00 and 10:00 UTC.",
b1_sql,gpt-4o,L2,L2_q014_avg_intel_crowd,What was the average crowd at the Intel booth throughout the day?,True,within_1pct (expected=10.65 got=10.65),The average crowd at the Intel booth throughout the day was approximately 10.65 people.,
b1_sql,gpt-4o,L2,L2_q015_total_people_entered_venue,"Roughly how many people entered the venue in total today, counting all gates?",True,within_1pct (expected=2601.0 got=2601.0),"A total of 2,601 people entered the venue today, counting all gates.",
b1_sql,gpt-4o,L3,L3_q001_peak_per_booth,"For each demo booth (DemoBooth_NVIDIA and DemoBooth_Intel), what was the peak head_count observed on 2025-12-08 (UTC)?",True,all_keys_and_values_matched (rows=2),"The peak head count observed at DemoBooth_Intel on 2025-12-08 was 53. For DemoBooth_NVIDIA, the peak head count was 86.",
b1_sql,gpt-4o,L3,L3_q002_event_counts_by_type,"For 2025-12-08 (UTC), how many events were recorded for each event_type? List every event_type with its count.",True,all_keys_and_values_matched (rows=5),"On 2025-12-08 (UTC), the events recorded were: 419 for 'car_entry', 427 for 'car_exit', 432,000 for 'crowd', 2,601 for 'person_entry', and 2,493 for 'person_exit'.",
b1_sql,gpt-4o,L3,L3_q003_hourly_person_entry_main_entrance,Show the hour-by-hour person_entry count at Gate_MainEntrance on 2025-12-08 (UTC). List each UTC hour (00 through 23) with its count.,True,all_keys_and_values_matched (rows=24),"Here is the hour-by-hour person entry count at Gate_MainEntrance on 2025-12-08 (UTC):

- 00: 00-01:00: 13 entries
- 01: 01-02:00: 18 entries
- 02: 02-03:00: 8 entries
- 03: 03-04:00: 12 entries
- 04: 04-05:00: 8 entries
- 05: 05-06:00: 15 entries
- 06: 06-07:00: 10 entries
- 07: 07-08:00: 7 entries
- 08: 08-09:00: 311 entries
- 09: 09-10:00: 334 entries
- 10: 10-11:00: 9 entries
- 11: 11-12:00: 12",
b1_sql,gpt-4o,L3,L3_q004_avg_headcount_per_crowd_camera,"For each crowd-mode camera_location on 2025-12-08 (UTC), report the average head_count over the full day.",True,all_keys_and_values_matched (rows=5),"On 2025-12-08, the average head count for each crowd-mode camera location was as follows: DemoBooth_Intel had an average of 10.65, DemoBooth_NVIDIA had 15.52, ExpoFloor_MainAisle had 49.36, FoodCourt_North had 23.07, and KeynoteHall_Stage had 57.40.",
b1_sql,gpt-4o,L3,L3_q005_top3_hours_by_crowd_activity,What were the top 3 UTC hours on 2025-12-08 by total head_count summed across all crowd cameras? List the hour and its total head_count for each of th,True,all_keys_and_values_matched (rows=3),"The top 3 UTC hours on 2025-12-08 by total head_count summed across all crowd cameras were:
1. Hour 16 with a total head_count of 2,365,493.
2. Hour 14 with a total head_count of 2,059,433.
3. Hour 09 with a total head_count of 1,685,871.",
b1_sql,gpt-4o,L3,L3_q006_arrival_pattern_main_gate,"Show me when people were arriving at the main entrance throughout the day, broken down hour by hour.",True,all_keys_and_values_matched (rows=24),"Here is the hourly breakdown of people arriving at the main entrance on December 8, 2025: 
- 00:00-01:00: 13 arrivals
- 01:00-02:00: 18 arrivals
- 02:00-03:00: 8 arrivals
- 03:00-04:00: 12 arrivals
- 04:00-05:00: 8 arrivals
- 05:00-06:00: 15 arrivals
- 06:00-07:00: 10 arrivals
- 07:00-08:00: 7 arrivals
- 08:00-09:00: 311 arrivals
- 09:00-10:00: 334 arrivals
- 10:00-11:00: 9 arrivals
- 11:00-12:00:",
b1_sql,gpt-4o,L3,L3_q007_crowd_hotspots,Which areas of the venue had the most crowd activity? Rank them by their average crowd size.,True,all_keys_and_values_matched (rows=5),"The areas of the venue ranked by their average crowd size, from most to least, are: KeynoteHall_Stage with an average crowd size of 57.40, ExpoFloor_MainAisle with 49.36, FoodCourt_North with 23.07, DemoBooth_NVIDIA with 15.52, and DemoBooth_Intel with 10.65.",
b1_sql,gpt-4o,L3,L3_q008_event_volume_by_hour,How does activity change throughout the day across the whole venue? Show the total number of events per hour.,False,"missing_keys=['10', '11', '12', '13', '14'] missing_numbers=[19003.0]","Activity throughout the venue on December 8th, 2025, varied by the hour. The period between 07:00 and 09:00 UTC experienced higher activity with totals of 18,358 and 19,292 events, respectively. The hours of 15:00 and 17:00 UTC also showed increased activity with 18,440 and 18,807 events. Conversely, the least activity occurred during late night and early morning hours, specifically at 22:00 and 2",
b1_sql,gpt-4o,L3,L3_q009_crowd_surge_timeline,Show me how the crowd size changed at the keynote stage throughout the day — give me the average crowd for each hour.,False,"missing_keys=['10', '11', '12', '13', '15']","Throughout the day at the keynote stage, major crowd size increases are noted during the 9 AM, 2 PM, and 4 PM hours with average crowds of approximately 450.19, 399.51, and 379.46 people respectively. At other times, the average crowd size remains relatively consistent and low, ranging from about 6.80 to 7.31 people.",
b1_sql,gpt-4o,L3,L3_q010_entry_exit_balance,"For each gate, how many people came in versus how many went out during the day? I want to see if the numbers balance.",False,"missing_numbers=[1569.0, 1382.0, 669.0, 724.0]","At 'Gate_MainEntrance', 1,531 people entered and 1,352 exited. At 'Gate_ParkingLot', 288 people entered and 327 exited. At 'KeynoteHall_DoorA', 782 people entered and 814 exited. The numbers do not balance perfectly for any of the gates.",
b1_sql,gpt-4o,L3,L3_q011_busiest_camera_per_hour,"For each hour of the day, which camera location had the highest crowd? Show me the winning location and its average crowd size for each hour.",True,all_keys_and_values_matched (rows=24),"Here are the camera locations with the highest average crowd size for each hour on December 8, 2025:

- 00:00 - KeynoteHall_Stage, average crowd size of 6.97
- 01:00 - KeynoteHall_Stage, average crowd size of 7.27
- 02:00 - KeynoteHall_Stage, average crowd size of 7.12
- 03:00 - KeynoteHall_Stage, average crowd size of 7.21
- 04:00 - KeynoteHall_Stage, average crowd size of 7.01
- 05:00 - KeynoteH",
b1_sql,gpt-4o,L3,L3_q012_car_traffic_by_hour,Break down the car traffic at the parking lot by hour — entries and exits separately.,False,"missing_keys=['car_exit', 'car_exit', 'car_entry', 'car_exit', 'car_entry']","The breakdown by hour for car traffic at the parking lot on December 8, 2025, is as follows:

- Midnight to 1 AM: 0 entries, 4 exits
- 1 AM to 2 AM: 0 entries, 4 exits
- 2 AM to 3 AM: 1 entry, 2 exits
- 3 AM to 4 AM: 2 entries, 4 exits
- 4 AM to 5 AM: 4 entries, 1 exit
- 5 AM to 6 AM: 0 entries, 3 exits
- 6 AM to 7 AM: 4 entries, 1 exit
- 7 AM to 8 AM: 107 entries, 97 exits
- 8 AM to 9 AM: 82 entr",
b1_sql,gpt-4o,L3,L3_q013_nvidia_hourly_crowd,Give me the NVIDIA booth's crowd numbers hour by hour.,False,"missing_numbers=[60.0, 60.2, 45.0, 70.0, 70.1]","Here are the crowd numbers for the NVIDIA booth on December 8, 2025, hour by hour (UTC time):

- 00:00: 12,493
- 01:00: 12,706
- 02:00: 12,644
- 03:00: 12,675
- 04:00: 12,916
- 05:00: 12,971
- 06:00: 12,449
- 07:00: 12,395
- 08:00: 12,787
- 09:00: 12,651
- 10:00: 216,035
- 11:00: 216,711
- 12:00: 12,652
- 13:00: 162,130
- 14:00: 12,576
- 15:00: 251,999
- 16:00: 252,407
- 17:00: 12,803
- 18:00: 12,",
b1_sql,gpt-4o,L3,L3_q014_all_gates_person_flow,"For each gate location, give me the total number of people who entered and exited.",False,"missing_keys=['person_entry', 'person_exit', 'person_entry', 'person_exit', 'Key","At the Gate_MainEntrance, there were 1,531 people who entered and 1,352 people who exited. At the Gate_ParkingLot, there were 288 people who entered and 327 people who exited.",
b1_sql,gpt-4o,L3,L3_q015_peak_crowd_each_location,What was the peak crowd at each location across the venue?,True,all_keys_and_values_matched (rows=5),"The peak crowds at each location across the venue on December 8, 2025, were as follows: DemoBooth_Intel saw 53 people, DemoBooth_NVIDIA had 86 people, ExpoFloor_MainAisle reached 209 people, FoodCourt_North recorded 146 people, and KeynoteHall_Stage had the highest count with 500 people.",
b1_sql,gpt-4o,L4,L4_q001_compare_booths,"On 2025-12-08 (UTC), compare the crowd activity at DemoBooth_NVIDIA versus DemoBooth_Intel. Which booth was busier, and approximately what was the rat",True,all_2_facts_satisfied,"On 2025-12-08, the DemoBooth_NVIDIA was busier than DemoBooth_Intel, with an average head count of 15.52 compared to 10.65 at the Intel booth. The approximate ratio of the average head counts between NVIDIA and Intel booths is 1.46 to 1.",
b1_sql,gpt-4o,L4,L4_q002_gate_flow_comparison,"On 2025-12-08 (UTC), which gate had higher total person flow (person_entry + person_exit combined) — Gate_MainEntrance or Gate_ParkingLot? State which",True,all_3_facts_satisfied,"Gate_MainEntrance had a higher total person flow on 2025-12-08, with approximately 2883 entries and exits combined, compared to Gate_ParkingLot, which had 615.",
b1_sql,gpt-4o,L4,L4_q003_morning_vs_evening_main_entrance,"On 2025-12-08 (UTC), compare the morning rush window (08:00-10:00) versus the evening rush window (17:00-19:00) at Gate_MainEntrance for total person ",False,"missing=[""busier_window='08:00'_not_mentioned""]","The morning rush window at Gate_MainEntrance was busier with a total person flow of 1,191, compared to the evening rush window with a total person flow of 997. The morning was busier by 194 persons.",
b1_sql,gpt-4o,L4,L4_q004_keynote_morning_vs_afternoon,Compare the average head_count at KeynoteHall_Stage between the morning keynote window 09:00-10:00 UTC and the afternoon keynote window 14:00-15:00 UT,True,all_3_facts_satisfied,"The morning keynote at KeynoteHall_Stage had higher attendance with an average head count of approximately 450.19. In comparison, the afternoon keynote had an average head count of approximately 399.51.",
b1_sql,gpt-4o,L4,L4_q005_highest_peak_to_baseline_ratio,"Across all crowd-mode cameras (ExpoFloor_MainAisle, DemoBooth_NVIDIA, DemoBooth_Intel, KeynoteHall_Stage, FoodCourt_North) on 2025-12-08 (UTC), which ",True,all_1_facts_satisfied,"The location with the most extreme peak-to-baseline contrast on 2025-12-08 was ""KeynoteHall_Stage,"" with a peak-to-baseline ratio of approximately 8.19.",
b1_sql,gpt-4o,L4,L4_q006_morning_vs_evening_rush,"Was the morning rush bigger than the evening rush at the main entrance, in terms of how many people came and went?",True,all_3_facts_satisfied,"The morning rush at the main entrance was bigger than the evening rush. There were 1,236 people events in the morning compared to 1,035 in the evening.",
b1_sql,gpt-4o,L4,L4_q007_nvidia_vs_intel_booth_attraction,Which demo booth attracted bigger crowds — NVIDIA or Intel? Roughly how much more popular was the winner?,True,all_2_facts_satisfied,"The NVIDIA demo booth attracted a bigger crowd, with a total head count of 1,340,536. It was roughly 420,537 more popular than the Intel demo booth, which had a total head count of 919,999.",
b1_sql,gpt-4o,L4,L4_q008_keynote_attendance_dropoff,"Did the keynote stage attendance drop off later in the day, or stay similar across the morning and afternoon keynotes?",True,all_2_facts_satisfied,"The keynote stage attendance was significantly higher during the morning at 09:00 with a total head count of 1,620,671 and at 14:00 in the afternoon with 1,438,248. However, it dropped off later in the afternoon, and by 16:00, the head count reduced to 1,366,053. Hence, while both sessions attracted large crowds, the afternoon sessions experienced a decline in attendance compared to the morning pe",
b1_sql,gpt-4o,L4,L4_q009_object_tracking_cross_camera,"Were there any tracked objects (by object_id) that were detected at Gate_MainEntrance AND also at KeynoteHall_DoorA on 2025-12-08? If so, how many uni",False,expected=1564.0 got=1596.0,"There were 1,596 unique objects detected at both Gate_MainEntrance and KeynoteHall_DoorA on 2025-12-08.",
b1_sql,gpt-4o,L4,L4_q010_camera_correlation,Which two crowd camera locations had the most similar hourly activity patterns on 2025-12-08? Compare all pairs of crowd cameras by how closely their ,True,all_1_facts_satisfied,"The crowd camera locations ""DemoBooth_Intel"" and ""DemoBooth_NVIDIA"" had the most similar hourly activity patterns on 2025-12-08, with a total difference in their hourly average head counts of 116.82.",
b1_sql,gpt-4o,L4,L4_q011_people_flow_gate_to_keynote,Did people who came through the main entrance also show up at the keynote? How many people were tracked at both locations compared to just the main en,False,"missing=[""overlap_exists='yes'_not_mentioned"", ""main_entrance_mentioned='Gate_Ma","409 people were tracked at both the main entrance and the keynote. In comparison, 1,122 people were tracked only at the main entrance.",
b1_sql,gpt-4o,L4,L4_q012_crowd_before_after_keynote,Was the expo floor busier before the morning keynote or after it? Compare the average crowd at the expo floor during 07:00-09:00 versus 10:00-12:00.,True,all_2_facts_satisfied,"The expo floor was significantly busier after the morning keynote. The average crowd was about 5.6 people during 07:00-09:00, and about 179.9 people during 10:00-12:00.",
b1_sql,gpt-4o,L4,L4_q013_food_court_vs_expo_lunch,"During lunch hours (12-14), did the food court get more crowded than the expo floor, or did people stay at the booths? Compare the average crowd sizes",False,"missing=[""food_court_mentioned='FoodCourt'_not_mentioned""]","During lunch hours, the Food Court North had an average crowd size of approximately 120.01, which is larger than both the Expo Floor Main Aisle with an average of about 82.79, and the booths, with DemoBooth_NVIDIA at roughly 24.28 and DemoBooth_Intel at around 16.63. This indicates that the food court was more crowded than the expo floor and the booths.",
b1_sql,gpt-4o,L4,L4_q014_parking_car_person_ratio,"At the parking lot gate, what's the ratio of car traffic to pedestrian traffic? Are more cars coming through or more people walking?",True,all_1_facts_satisfied,"At the parking lot gate on the specified date, there were 778 car traffic events and 288 pedestrian traffic events. The ratio of car traffic to pedestrian traffic was approximately 2.70, indicating more cars than pedestrians.",
